act,prompt
EXTENDER HDMI 60 MT,"<strong>CARACTERÍSTICAS:</strong>
• Use solo un cable CAT 5e / cat 6 (único) para sustituir el cable HDMI para lograr la transmisión a larga distancia.
• Siga el estándar de IEEE-568 B.
• Distancia de transmisión de hasta 60 metros.
• Ajuste automático de retroalimentación, ecualización y amplificación, el usuario no necesita preocuparse por la longitud del cable.
• Soporte de señalización pantalla 4K 30Hz.
• HDMI 2.0, compatible con HDCP.
• Soporte de salida para receptor de infrarrojos."
"CASE 2.5"" USB 3.0 TORNILLO","<ul>
 	<li>Fácil de instalar, no necesita software</li>
 	<li>Diseño ultra delgado y fácil de llevar</li>
 	<li>Soporta Windows 98, 2000, Vista, 7, Mac 8x, 10x</li>
 	<li>Soporta 1TB</li>
 	<li>Velocidad en transferencia de datos de 480Mbps</li>
 	<li>Material: plástico</li>
 	<li>2.5"" Pulgadas de tamaño</li>
 	<li>USB 3.0</li>
</ul>"
"ADAPTADOR IDE SATA 2.5"" USB 2.0","El Kit adaptador USB a IDE y SATA, permite conectar en cualquier puerto USB 1.1 y 2.0 un Disco Duro IDE 2.5'' de Notebook, Disco duro IDE o SATA 3.5'' de Pc de escritorio o un Lector de CD / DVD Grabador de DVD / CD de una manera rápida y fácil. Fácil transferencia de datos entre el PC o Notebook y los dispositivos IDE ATAPI o SATA utilizados.
<ul>
 	<li>Sirve para discos duros de 3,5"" y 2,5""</li>
 	<li>Se puede conectar unidades de cd, dvd internos y convertirlos en externos USB</li>
 	<li>Cumple totalmente la especificación USB 2.0</li>
 	<li>Compatibilidad con USB 1.1</li>
 	<li>Soporta velocidades de transferencia de 480/12/1.5 Mbps y lectores y grabadores de hasta 52X</li>
 	<li>Soporta discos duros IDE y EIDE 3,5"" y 2,5""</li>
 	<li>Soporta discos duros SATA 1 y 2</li>
 	<li>Soporta ATA/ATAPI Discos Duros, Iomega Zip, CD-ROM, CD-RW, DVD-ROM y muchos otros dispositivos</li>
 	<li>Soporta Windows 98/98SE/ME/2000/XP/VISTA/WIN7, Linux, Mac OS 9.2 o superior</li>
 	<li>Instalación automática del driver conectándolo a la puerta USB</li>
 	<li>Plug &amp; Play</li>
</ul>"
"FUNDA PARA DISCO 2.5"" LISO",<h1>Estuche Para Disco Duro Externo Zipper External 2.5 HDD Case Pouch Hard 2.5 GPS Hard Disk Drive Hdd Hard Case GH1328|Estuche Para Discos Duros|Hdd External Case 2.5hard Case 2.5</h1>
CASE M2 TYPE C A USB 3.1 PARA MEMORIA PCI E NVME,USB 3.1 Tipo-C M.2 NVMe SSD Caja externa Aleación de aluminio 10Gbps M-Key PCI-E Disco de estado sólido Caja de caja móvil
CASE M2 PARA MEMORIA NVME,"Característica:
1. Carcasa de aleación de aluminio, aumenta el área de disipación del calor, facilita la disipación del calor del disco duro en el trabajo, aumenta la vida útil del disco duro;
2. El material es fuerte y resistente al desgaste, mejora la fuerza de amortiguación y evita que el disco duro se caiga y se dañe;
3 el disco de estado sólido M.2 Nvme, que admite el protocolo PCI-E de varias especificaciones, ha mejorado varias veces el rendimiento, lo que puede reducir en gran medida el retraso, reduciendo en gran medida el consumo de energía en el estado de trabajo, Y mejora en gran medida la capacidad de IOPS;
4. Totalmente compatible con la interfaz Nvme M.2 2230 / 2242 / 2260 / 2280 SSD.
5. USB 3,1 Gen2 proporciona hasta 10Gbps de ancho de banda.
6. PCIe GEN3x2 proporciona hasta 16GT/s de ancho de banda.
7. Admite interfaz NVME y conector tipo C.
8. Potente manipulación y recuperación de errores."
EXTENDER USB A RJ45 50 MT,"<pre id=""tw-target-text"" class=""tw-data-text tw-text-large tw-ta"" dir=""ltr"" data-placeholder=""Traducción""><span class=""Y2IQFc"" lang=""es"">Ideal para usar con cámaras USB, impresoras, cámaras web, extensiones de teclado/mouse y cualquier otro dispositivo USB.

1. Le permite conectar sus dispositivos USB a su computadora a una distancia de hasta 150 pies
2. Autoalimentado, por lo que no se requiere una fuente de alimentación externa.
3. Utiliza cable de conexión estándar cat5/cat5e/cat6 (no incluido).
4. Conectores base: USB tipo a mmle rj45 hembra.
5. Conectores remotos: Usb tipo a hembra, rj45 hembra.
6. Color: negro.</span></pre>"
TECLADO PLEGABLE BLUETOOTH,"'-- Vida útil del teclado: 3 millones

-- Versión de Bluetooth: 3,0

-- Interfaz y tipo de conector: Bluetooth

-- Tipo de alimentación: Batería de iones de litio

-- Capacidad de la batería de iones de litio: 140mAh

-- Voltaje de funcionamiento: 3,7 V

-- Use la tecla la corriente de trabajo: menos de 3mA

-- Use el panel táctil la corriente de funcionamiento: menos de 8,63ma

-- Distancia de funcionamiento: menos de 15m

-- Material del botón: ABS

-- Diseño del teclado: 64 teclas"
TECLADO FLEXIBLE PEQUEÑO SIN NUMERAL,"Flexible Teclado USB 2.0 que es práctico, duradero y cómodo. A diferencia de los teclados normales, este teclado de silicona se puede limpiar con jabón y agua

Ultra delgado, teclado ligero se enrolla para un fácil almacenamiento. Material suave permite discreto y silencioso. Ideal para viajes, escuela o cualquier entorno de trabajo

Este teclado flexible de silicona es altamente portátil y puede ser enrollado para su almacenamiento o transporte.

La silicona altamente durable previene el daño y proporciona una superficie impermeable ya prueba de polvo.

1.Foldable para PC portátil: El teclado portátil se puede enrollar. Es ideal para viajes, escuela o cualquier entorno de trabajo.

2.Waterproof teclado de silicona: El polvo y resistente al agua. A diferencia de los teclados normales, este teclado de silicona se puede limpiar con agua y jabón. Sólo tiene que utilizar un paño húmedo para limpiar líquidos derramados tales como agua, café o té.

3.Ultra delgado, teclado ligero enrolla para un fácil almacenamiento.

4.Silent Teclado: material suave permite escribir en silencio discreto. La tecnología de impresión

5.Unique garantiza letras no se desgastan."
TECLADO FLEXIBLE + NUMERAL,"<ul class=""product__specifications-list list-unstyled"" data-bind=""foreach: defaultSpecifications"">
 	<li style=""box-sizing: border-box; color: #9e9e9e; padding-bottom: 7px; font-size: 0.95em;"" data-bind=""css: { 'col-md-6': 7 &gt; 10 }""><i class=""fa fa-check"" aria-hidden=""true""></i> <span data-bind=""text: $data"">Artículo: Teclado Flexible Siliconado</span></li>
 	<li style=""box-sizing: border-box; color: #9e9e9e; padding-bottom: 7px; font-size: 0.95em;"" data-bind=""css: { 'col-md-6': 7 &gt; 10 }""><i class=""fa fa-check"" aria-hidden=""true""></i> <span data-bind=""text: $data"">Material: Siliconado</span></li>
 	<li style=""box-sizing: border-box; color: #9e9e9e; padding-bottom: 7px; font-size: 0.95em;"" data-bind=""css: { 'col-md-6': 7 &gt; 10 }""><i class=""fa fa-check"" aria-hidden=""true""></i> <span data-bind=""text: $data"">Conector: USB 2.0</span></li>
 	<li style=""box-sizing: border-box; color: #9e9e9e; padding-bottom: 7px; font-size: 0.95em;"" data-bind=""css: { 'col-md-6': 7 &gt; 10 }""><i class=""fa fa-check"" aria-hidden=""true""></i> <span data-bind=""text: $data"">Alimentación: USB</span></li>
 	<li style=""box-sizing: border-box; color: #9e9e9e; padding-bottom: 7px; font-size: 0.95em;"" data-bind=""css: { 'col-md-6': 7 &gt; 10 }""><i class=""fa fa-check"" aria-hidden=""true""></i> <span data-bind=""text: $data"">Plug and Play: Sí</span></li>
 	<li style=""box-sizing: border-box; color: #9e9e9e; padding-bottom: 7px; font-size: 0.95em;"" data-bind=""css: { 'col-md-6': 7 &gt; 10 }""><i class=""fa fa-check"" aria-hidden=""true""></i> <span data-bind=""text: $data"">con teclado Numerico impermeable contra polvo lavable</span></li>
</ul>"
PROTECTOR TABLET UNIVERSAL TAMAÑO CHICO,"Protección extrema de caídas y arañazos
Fabricada en cuero vegano resistente con refuerzo plástico
Tres ángulos de visualización
Interior suave aterciopelado
Rotación de 360°
Acceso a todos los conectore"
PROTECTOR TABLET EXTRAGRANDE DISTINTAS MARCAS,"Protección extrema de caídas y arañazos
Fabricada en cuero vegano resistente con refuerzo plástico
Tres ángulos de visualización
Interior suave aterciopelado
Rotación de 360°
Acceso a todos los conectore"
LECTOR DE HUELLA SF4000,"<div>1. Interfaz USB. Y puede personalizar Micro USB para pedidos al por mayor.</div>
<div></div>
<div>2. Admite el formato estándar internacional ISO</div>
<div></div>
<div>3. Admite Linux, Windows, sistema operativo Android</div>
<div></div>
<div>4. SDK y demostración y soporte</div>
<div>técnico proporcionado</div>"
Lector de Huella Live20R,"1, Tamaño pequeño.

2, Excelente calidad de imagen.

3, Datos de imagen encriptados.

4, Admite la rotación de huellas dactilares.

5, Procesamiento de huellas dactilares en bruto.

6, Admite huellas dactilares secas, húmedas o ásperas.

7, Compatibilidad con controladores

8, Compatibilidad con SDK gratuito para desarrollo secundario, compatibilidad con idiomas: CB, VB, VC, Delphi, PB8, VBdemo, VFP"
Lector de Huella BSF6000,"<div>Resolución: 500DPI</div>
<div>Tamaño de Imagen: 256x288</div>
<div>Compatible: USB2.0, RS232/RS485/UART/SPI, Bluetooth</div>
<div>Sensor: Capacitive Sensor</div>
<div>FRR: 0.01%</div>
<div>FAR: 0.0001%</div>
<div>Temperatura de funcionamiento: -20°C - 70°C</div>
<div>Humedad de funcionamiento: 0-98%</div>
<div>Capacidad de Huellas dactilares : Interno: 100-3000pcs; servidor: ilimitado</div>
<div>Voltaje de Trabajo: 3.3 - 6V</div>
<div>Formato de Imagen: RAW/BMP/JPEG</div>
<div>Antiestatico: &gt; 15 KV</div>
<div>Motor de huellas dactilares Motor integrado de coincidencia de huellas dactilares de alto rendimiento</div>
<div>Tamaño de la plantilla de huellas dactilares: 512BYTE</div>
<div>Piel de detección Solo puede identificar la dermis, evitando huellas dactilares artificiales</div>
<div>Superficie: PVC</div>
<div>Motor de huellas dactilares: IEC61000-4-2 standard 15KV</div>
<div>Soporte: Mifare card reader</div>
<div>Estandard: CE, RoHS</div>
<div>Bateria: 1000mAh Li Battery</div>"
Escaner de Codigos de Barra Inalambrico YK-W910,"1- Escáner unidimensional inalámbrico sin conexión.

2- Almacenamiento/pantalla se puede escanear/distancia inalámbrica 60 metros.

3- Puede identificar una variedad de códigos difusos, los códigos de color pueden identificar eficazmente el código difuso unidimensional, el código de color.

4- Transmisión asíncrona, el almacenamiento masivo fuera de línea de los códigos de barras puede superar el 120.000.

5- Batería de litio de gran capacidad, batería de litio de 1800MAH, carga durante una hora, uso durante todo el día, uso Normal durante 4 días a plena potencia.

6- Plug and play compatible con los principales sistemas compatibles con Android, Windows xP, 7, 8, 10, MAC, Linux y otros sistemas operativos.

7- Color: Negro

8- Material: material compuesto

9- Tamaño: x 68x85mm"
Escaner de codigo de Barras Inalambrico YK-P2000,"1- Duración de la batería: 9 horas (funcionando sin parar).

2- Alcance inalámbrico: 25 metros.

3- Almacenamiento de datos: 10.000 códigos de barras.

4- Admite actualización de larga distancia.

5- Salida de datos de código de barras: admite la edición de prefijos y sufijos.

6- Compatibilidad con distribución de teclado de países: admite la distribución de teclado de más de 10 países; consulte la guía del usuario para conocer la configuración del teclado.

7- Modo de comunicación: bluetooth HID (predeterminado) /bluetooth BLE / bluetooth SPP.

8- Soporte de idioma del teclado: Multi-idioma.

&nbsp;

El paquete incluye:

1): Escáner YK-P2000

2): Guía de inicio rápido

3): Cable de carga USB2.0

4): Dongle bluetooth"
Escaner de Codigo de Barras Inalambrico WM930,"1-Memoria: 256 KB (2000 a 5000 códigos de barras)

2-Velocidad de decodificación: 5 pulgadas / s (12,7 cm)

3-Tasa de error de decodificación: menos de 1/8 millones

4-Distancia de trabajo: 50 -100 mm

5-Contraste de impresión mínimo: 25%

6-Capacidad de la batería: 2000 mA

7-Tiempo de carga: 2 – 3 hrs.

8-Precisión: = 5 mil (0.10 mm)

9-Profundidad del campo de exploración: Código 39 de 40 mm - 165 mm (5 mil), Ean-13 de 50 mm -365 mm (13mil), Matriz de datos de 35 mm - 115 mm (10 mil), Código QR de 35 mm - 145 mm (15mil), PDF417 de 45 mm - 115 mm (6.67mil)

10-Humedad de almacenamiento y funcionamiento: 20-85% (sin condensación)

11-Temperatura de Almacenamiento y funcionamiento: 0 a 50 grados C.

12-Voltaje: DC 5V

13-Corriente: trabajando 230mA, en espera 3.4mA (RS232, 54.0mA (USB)"
Escaner de Codigo de Barra Inalambrico BWM930,"1- Tecnología de exploración: Cmos

2- La tecnología inalámbrica: Bluetooth 4,0

3- Decodificar la capacidad: 1D y 2D los códigos

4- Capacidad de la batería: 1800mAh

5- Resolución: 640*480

6- Sensor: Cmos"
Escaner de Codigo de Barra YDH-1100C+,"1- Velocidad de escaneo: 200 escaneos/seg.

2- Súper profundidad de campo de escaneo de 2-500 mm.

3- Puede escanear el teléfono, la computadora y otra pantalla electrónica.

4- Súper capacidad de escaneo y decodificación, puede leer códigos incompletos y borrosos.

5- Admite varios idiomas de teclado (inglés, español, francés, alemán, etc.).

6- Campos de aplicación: Supermercado, Venta al por menor, Almacén, Logística, Biblioteca, Médico, etc.

7- Se puede personalizar según la demanda del cliente."
Lector de Chip Electronico,"1. Soporte EMV nivel 1 Especificaciones

2. USB 2.0 de alta velocidad

3. Basado en la implementación ISO7816

4. Soporte estándar de la industria de tarjetas inteligentes PC-PC/SC 1.0/2.0

5. Apoyo tarjeta inteligente de Microsoft para Windows

6. Apoyo modo de ahorro de energía

7. Soporte tarjeta de memoria I2C, SLE4418, SLE4428, SLE4432, SLE4442, SLE4436, SLE5536, SLE6636, AT88SC1608, AT45D041 tarjeta y AT45DB041

8. Soporte ISO7816 Clase A, B y C (5 V/3 V/1.8 V) tarjeta

9. Soporte T0, T1 protocolo

10. Compatible con Microsoft USB CCID

11. Soporte para Windows 98/ME/2000/XP/Vista/Win7/Win8, Mac OS X, Linux o superior del sistema.

12. Contacto de fricción, 200,000 inserciones"
Proyector YG200,"<ul>
 	<li>Gracias por su apoyo y elegirnos smartone.</li>
 	<li>Tipo de pantalla: LCD</li>
 	<li>Resolución nativa: 320x240</li>
 	<li>Resolución de soporte: 1920x1080</li>
 	<li>Brillo: 400-600 lúmenes</li>
 	<li>Relación de contraste: 800: 1</li>
 	<li>Relación de proyección: 1,4: 1</li>
 	<li>Distancia de proyección: 1,2-3 m</li>
 	<li>Tamaño de la imagen: 20-80 pulgadas</li>
 	<li>Escala de pantalla: 4: 3</li>
 	<li>Interfaz HDMI compatible con USB de Audio de 3,5mm TF ranura para tarjeta</li>
</ul>"
Proyector L1,"<ul>
 	<li>L1 Mini LED Proyector de altavoz portátil para el hogar</li>
 	<li>Proyector LED</li>
 	<li>Proyector</li>
 	<li>Proyector infantil L1</li>
 	<li>Mini proyector de altavoz portátil LED para el hogar</li>
</ul>"
PROYECTOR T20,"<strong>Descripción:
</strong>

El nuevo mini proyector T20, hay versión regular y versión de teléfono móvil para su elección.

La misma versión de pantalla del teléfono móvil admite la proyección del teléfono móvil al proyector.

Admite múltiples formatos de vídeo, imagen y música.

Se puede conectar a una variedad de dispositivos de reproducción como ordenadores, estéreos, DVD y discos U.

Ideal para fiestas de Navidad y acción de gracias, entretenimiento de cine en casa, tiempo de películas en casa, eventos de fútbol/deportes, series de TV y videojuegos."
PROYECTOR YG230,"<ul>
 	<li>Tipo de pantalla: LCD</li>
 	<li>Resolución nativa: 640x360</li>
 	<li>Soporte de resolución: 1920x1080</li>
 	<li>Brillo: 1400 lúmenes</li>
 	<li>Relación de contraste: 1000: 1</li>
 	<li>Distancia de proyección: 1,5-5 m</li>
 	<li>Tamaño de la imagen: 26-100 pulgadas</li>
 	<li>Interfaz: USB, audio de 3,5 mm, HDMI, AV, Micro SD</li>
 	<li>Escala de pantalla: 16: 9</li>
 	<li>Certificado: Ce, rohs, fcc</li>
 	<li>Lámpara: LED</li>
 	<li>Bluetooth: no compatible</li>
 	<li>Formatos de imagen: BMP, png, jpeg</li>
 	<li>Formatos de video: Mp4, rmvb, avi, rm, mkv, etc.</li>
 	<li>Formatos de audio: Mp3, wma, ogg, aac, flac, ape, wav</li>
 	<li>Entrada del adaptador de CA: 100-240 v 50/60 hz</li>
 	<li>Altavoz incorporado: Sí</li>
 	<li>Compatible con / para Sony PS4, para Xbox</li>
 	<li>Vida de la lámpara: 30000 horas</li>
</ul>"
Proyector Q3,"1. Una gran sorpresa y un gran regalo para los niños, perfecto para jugar, ver videos, escuchar música, lanzar una fiesta, estudiar.
2. Múltiples interfaces, incluyendo HDMI, puerto USB, ranura para tarjeta TF, salida AV para conectar con varios dispositivos.
3. 1080P Full hdcompatible, 1,67 millones de colores displayables para detalles vívidos.
4. 2 altavoces HiFi integrados para sonido estéreo, desarrollando el talento de los niños para cantar, bailar, etc.
5. Compacto, portátil como fácil de usar un mágico con control remoto para casi cualquier niño curioso. LED duradero, vida útil de 20.000 h, con sistema de refrigeración eficiente.

Modelo: NOYY-03
Tecnología de imagen del sistema: TFT LCD
Brillo: 4000 lúmenes
Contraste: 2000 : 1
Reproducción de Color: 262k
Resolución física: 1280x720
PixelsSupport resolución: 1920x1080
Soporte de idioma pixels: 23 idiomas para elegir
Función de reproducción: multimedia (Vídeo/música/imagen)
Tipo de enchufe: enchufe del Reino Unido, se aplica a Malasia, el Reino Unido, etc.
Color: blanco gris
Material: Material de PVC
Tamaño: 16,5x17x15,5 CM"
Proyector AN10 PLUS,"<strong><span data-spm-anchor-id=""a2g0o.detail.1000023.i0.35885684VLaG0L"">Características:</span></strong>
1. Ligero y portátil, fácil de llevar.
¡2 Apoyo AV/VGA/USB/SD/HDMI/TV entrada!
3. Varias soluciones de adaptador de corriente.
4. Innovador diseño de lente, lente de enfoque de tipo dial patentado.
5. Es tu compañero de juego de entretenimiento para acampar al aire libre.

<strong>Descripciones:</strong>
El proyector es pequeño y ligero y fácil de transportar.
Bajo consumo de energía, ahorro de energía y medio ambiente.

<strong>Especificaciones:</strong>
Artículo No.: AN10
Método de proyección: proyección frontal
Especificaciones: proyector HD
Voltaje: 12 (V)
Potencia: 24 (w)
Banda de frecuencia de escaneo efectiva: 50-60
Resolución: 480 P
Brillo: 80 ansi lúmenes
Lente de proyección: Lente de vidrio de alta calidad
Tamaño del dibujo de proyección: 30-120 pulgadas (cm)
Tipo de enchufe: UE, EE. UU., Reino Unido, AU
Tipo: la misma pantalla"
Proyector K1,"<ul>
 	<li>Enfoque: normal</li>
 	<li><i class=""sui sui-caret-right""></i>Relación de proyección: 1,2: 1</li>
 	<li><i class=""sui sui-caret-right""></i>Tecnología: lámpara LED DLP</li>
 	<li><i class=""sui sui-caret-right""></i>Brillo: 300 lúmenes Ansi / 2500 lúmenes</li>
 	<li><i class=""sui sui-caret-right""></i>Contraste: 1000: 1</li>
 	<li><i class=""sui sui-caret-right""></i>Tamaño de la imagen proyectada: 0,76 m – 3 m</li>
 	<li><i class=""sui sui-caret-right""></i>Distancia de proyección: 1 m – 6 m</li>
 	<li><i class=""sui sui-caret-right""></i>Vida de la lámpara:</li>
 	<li><i class=""sui sui-caret-right""></i>Peso: 0,68 kg</li>
 	<li><i class=""sui sui-caret-right""></i>Altavoz: 2 * 3 vatios</li>
 	<li><i class=""sui sui-caret-right""></i>Nivel de sonido: NC</li>
</ul>"
Proyector P9,"<strong>Procesador:</strong> Amlogic S905X, Quad core ARM Cortex-A53 CPU up to 1,5GHz

<strong>Rango de Proyección:</strong> 1.19:1, Proyección Frontal

<strong>Área de Proyección:</strong> de 30 a 120 Pulgadas, 1 a 5MT de distancia Duración de la Bombilla: 20.000 Horas Aproximadamente

<strong>Memoria Búfer:</strong> 1 /2 G DDR3

<strong>Video Compatible: </strong>H.263, H.264, H.265, VC-1, RV, VP6/ VP8, Sorenson Spark, MVC MPEG-1, MPEG-2, MPEG-4 real-time video decoder

<strong>Audio Compatible:</strong> MP3, WMA, MP2, OGG, AAC, M4A, MA4, FLAC, APE, 3GP, WAV

<strong>Almacenamiento Expandido:</strong> Tarjeta TF (hasta 32GB) y Disco Duro (hasta 16GB)
<ul>
 	<li><strong>Puertos:</strong> HDMI 1.4 2 USB 2.0 Bluetooth 4.0 WIFI 2.4G / 5G Wifi 1 Salida de Audio 3.5mm (Para audífonos o parlantes)<strong>Batería:</strong> Batería incorporada de 3.7V 4000 MA Consumo total 6W Adaptador de Poder: 5V 2.5A</li>
</ul>"
Proyector P10 II,"PARÁMETROS DE PROYECCIÓN
Tecnología: DLP(0.2""DMD)
Tipo de Proyección: RGB LED OSRAM Q6
Vida de Lámpara: Hasta 20,000 horas
Brillo: 150 ANSI Lúmenes
Tipo de Luz: LED
Resolución WVGA 854*480
Área de Proyección: 40""-200""
Contraste: 500:1
Ratio de Proyección: 1.4:1（31""@1M）
Distorción &lt;1.5％
Uniformidad de luminancia: &gt;85%
Distancia de Proyección: 1-8m
Formato Nativo: 16:9
Modo de enfoque: Enfoque manual
Corrección trapezoidal: Vertical ±40°, Horizontal ±45°, Ajuste multiángulo
Modo de Proyección: Proyección Frontal
3D: SI

PARÁMETROS DEL SISTEMA
Sistema: Android 9.0
CPU: T972(Amlogic)
Procesador: Quad Core ARM Cortex-A55 CPU
GPU: ARM Mali-G31 MP2 GPU
RAM: 4GB LPDDR4
Memoria: 32GB EMMC
WIFI: 2.4G/5G
Bluetooth: BT 4.2
Screen Mirror: Airplay/MiraCast"
MINI PROYECTOR PORTATIL C6,"Sistema operativo: Android 9,0

CPU: Amlogic S905X Quad Core Cortex A53

RAM:1GB

ROM:8GB

Bluetooth: BT4.0

WiFi: 2,4 GHz/5GHz Dual Band WiFi

Resolución: WVGA 854x480
C6 proyector especificación parámetros

Relación de contraste: 2000:1

ESTILO: DLP50

Lamo: lamo

Vida útil de la lámpara: 15000 horas

Brillo: 50 ANSI

Relación de aspecto: 4:3/16:9/16:10

DDR: 1GB / 2GB DDR3

Memoria: GB/8GB/16GB/32GB

CPU: Amlogic S905X 4, fachada corteza A53

USB:USB 2,0

Bluetooth:bt4.0

Wifi:5G Wifi(AP6330)

Flash: soporta flash 11,1

Distancia de proyección: 1-5M

Parámetros de potencia: 5V-3A

Entrada HD: admite entrada HD

Corrección Keystone: corrección Keystone

Resolución: WVGA 854*480

Entrada: USB,IR, altavoz

Sistema operativo: Android 9,0

Interfaz de usuario: sistema Android estilo Interface

Tamaño de la cubierta de proyección: 30-120 pulgadas

Tarjeta TF: admite hasta 32GB de capacidad

HD: admite salida HD2.0 hasta 4K a 60Hz

BATERÍA INTEGRADA: batería integrada de ma

Salida de frecuencia de Audio: admite Salida de frecuencia de Audio

Control remoto: compatible con control remoto IR y control remoto inalámbrico 2,4G

Audio:MP3... AMM MP2 OGG,AAC M4A... MA4 y FLAC mono 3GP WAV

Expansión de almacenamiento: admite expansión de tarjeta TF y disco duro móvil

Imagen: admite variedad de formatos de imagen de navegación (jpg.png.bmp, etc.)

Frecuencia principal: ARM de cuatro núcleos Cortex-A53 CPU con hasta 2,0 GHz.

Video:H.263... H.264... H.265... VC-1 la casa rodante. VP6/ VP8... Sorenson Spark MVC MPEG-1... MPEG-2... MPEG-4"
MINI PROYECTOR Y2,"<ul>
 	<li>Proyector digital  Y2</li>
 	<li>Proyector 1920x1080P 100 ANSI</li>
 	<li>Proyector, Android 9.0, 2G   16G</li>
 	<li>Proyector digital LED de alta definición</li>
 	<li>Proyector digital, pantalla táctil a batería</li>
</ul>"
PROYECTOR V7,"Sistema:Android OSAdmite decodificación de vídeo 4K

CPU: MStar6A638

GPU: Mali-450

Memoria: RAM: 1G DDR3 / ROM: 16 GB EMMC ROM

WIFI: 2,4G/5G

Bluetooth: Bluetooth 4,0

&nbsp;

<hr />

<strong>Parámetros ópticos</strong>

Brillo:600 lúmenes ANSI¡!

Resolución:1280x800¿Píxeles resolución física?Admite decodificación de vídeo 4K.

Relación de contacto: 10000:1

Relación de aspecto: 16:9 / 4:3

Pantalla de chip:TI 0,45 pulgadas WVGA DMD

Vida útil del LED: 30.000 horas

Relación de lanzamiento: 1,39: 1

Corrección Keystone: Vertical:± 40 °

&nbsp;

<hr />

<strong>Interfaz</strong>

Entrada: USB * 2 HDMIDC-en 19 V / 3A TF tarjeta

Salida: auriculares de 3,5mm"
PROYECTOR YG431,"Tipo de pantalla: LCD TFT
✓ Resolución : 1920x1080P
✓ Brillo: 500 ANSI (5000 lúmenes).
✓ Imagen: 42~180 pulgadas
✓ Escala de pantalla 16:9
✓ Función 3D
✓ Interfaz USB*2/HDMI/AV
✓ Altavoz incorporado
✓ Soporta Multi-Screen
✓ LED-50,000 horas de vida."
PROYECTOR X11,"Tecnología: LCD  LED
✓ Resolución : 1920x1080P
✓ Soporta 8k/4k/1080p/1080i/720p
✓ Brillo: 230ANSI
✓ Proyecta : 35~200 pulgadas
✓ Escala de pantalla 16:9
✓ Interfaz USB*2/HDMI/AV
✓ Altavoz incorporado
✓ Android 9.0 2G DDR3-16G
EMMC
✓ LED -50,000 horas de trabajo <span data-contrast=""auto"">El <strong>XNANO X1</strong> es un proyector LCD gama de entrada que brinda por un precio muy asequible características bastante competitivas, dónde destaca su resolución 1080p, brillo de 1.200 lúmenes, sistema operativo Android 9.0 y decodificación de contenido 8K.</span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335551550&quot;:6,&quot;335551620&quot;:6,&quot;335559739&quot;:160,&quot;335559740&quot;:259}""> </span>"
PROYECTOR M6 PRO,"<div class=""detailmodule_text"">
<p class=""detail-desc-decorate-content"" data-spm-anchor-id=""a2g0o.detail.1000023.i2.1987f26aR2MYQP"">1 Real Full HD 1920*1080dpi</p>
<p class=""detail-desc-decorate-content"">2. Enfoque automático (si necesita que esta función funcione mejor, Recomendamos cerrar la tecla automática)</p>

</div>
<div class=""detailmodule_text"">
<p class=""detail-desc-decorate-content"">3. Admite u-disk 4K video   Youtube video 4K   soporte de formato de vídeo ac3.</p>

</div>
<div class=""detailmodule_text"">
<p class=""detail-desc-decorate-content"">4. Asistente de voz de Google</p>

</div>
<div class=""detailmodule_text"">
<p class=""detail-desc-decorate-content"">5 soporte HDMI CEC</p>

</div>
<div class=""detailmodule_text"">
<p class=""detail-desc-decorate-content"">6. Sincroniza la pantalla de tu smartphone a través de 2,4G/5G Wifi.</p>

</div>
<div class=""detailmodule_text"">
<p class=""detail-desc-decorate-content"">7. Sistema Android 9,0 integrado</p>

</div>
<div class=""detailmodule_text"">
<p class=""detail-desc-decorate-content"">8. Admite corrección automática y de cuatro puntos</p>

</div>
<div class=""detailmodule_text"">
<p class=""detail-desc-decorate-content"">9. 6000 lúmenes brillo ultra alto</p>

</div>
<div class=""detailmodule_text"">
<p class=""detail-desc-decorate-content"">10. Admite Ajuste de brillo y color con el ajustador de pantalla</p>

</div>
<div class=""detailmodule_text"">
<p class=""detail-desc-decorate-content"">11 Compatible con Bluetooth 4,0 incorporado, entrada y salida compatibles con Bluetooth, se puede utilizar como altavoz compatible con Bluetooth.</p>

</div>
<div class=""detailmodule_text"">
<p class=""detail-desc-decorate-content"">12 Combina equipos profesionales de alta fidelidad y proyector RD para diseñar este HiFi único.</p>

</div>
<div class=""detailmodule_text"">
<p class=""detail-desc-decorate-content"">Proyector, altavoz de 4Ω5W.</p>

</div>
<div class=""detailmodule_text"">
<p class=""detail-desc-decorate-content"">13 Compatible con zoom de pantalla 50%-100%</p>

</div>
<div class=""detailmodule_text"">
<p class=""detail-desc-decorate-content"">14 Admite el modo ""Panorama""</p>

</div>
<div class=""detailmodule_text"">
<p class=""detail-desc-decorate-content"">15 Admite el modo de rotación frontal, el modo de rotación trasera, el modo de rotación del techo, el modo de rotación del techo trasero.</p>

</div>
<div class=""detailmodule_text"">
<p class=""detail-desc-decorate-content"">16 Admite modo 4:3, 16:9</p>

</div>
<div class=""detailmodule_text"">
<p class=""detail-desc-decorate-content"">17 Motor de proyección de unicornio patentado, diseño sin polvo de 10 años</p>

</div>
<div class=""detailmodule_text"">
<p class=""detail-desc-decorate-content"">18 Pantalla de rotación automática, cuando arrojas el proyector, el proyector ajustará automáticamente la dirección de Proyección Según tus necesidades.</p>

</div>"
